Config,Project,Model,Temp,Tier,Item,Status,Sim,Conflict
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school counselor,Accepted,0.6103,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,parents/guardians,Rejected,0.8667,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,district superintendent,Accepted,0.7198,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,state education agency,Rejected,0.8631,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,data protection officer,Accepted,0.7848,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,ai system vendor,Rejected,0.9389,ai system vendor representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,teacher union representative,Rejected,0.8476,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school it administrator,Accepted,0.7639,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school legal counsel,Rejected,0.9014,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,education researcher,Accepted,0.585,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school ethics committee,Accepted,0.5954,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students from low‑income households,Rejected,0.8297,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,english language learner students,Accepted,0.7993,non-native english speaking students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,racial and ethnic minority students,Rejected,0.9365,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with behavioral disorders,Rejected,0.8001,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,transgender and gender non‑conforming students,Accepted,0.4836,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students in rural or remote schools,Accepted,0.5797,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with limited digital literacy,Accepted,0.5567,students with learning difficulties
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school administrator,Accepted,0.7902,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,parent,Accepted,0.7661,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district it staff,Rejected,0.9053,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district data privacy officer,Rejected,0.8905,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district legal counsel,Rejected,1.0,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district policy maker,Rejected,1.0,school district policy maker
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district compliance officer,Rejected,1.0,school district compliance officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district risk manager,Rejected,0.9596,school district risk management officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district procurement officer,Rejected,1.0,school district procurement officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,education regulator (state department of education),Accepted,0.7991,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with learning disabilities,Rejected,0.958,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students from low socioeconomic backgrounds,Rejected,0.9567,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with behavioral challenges,Rejected,1.0,students with behavioral challenges
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students from minority ethnic groups,Rejected,0.9681,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with limited digital access,Accepted,0.7833,students with limited digital literacy
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with mental health issues,Rejected,0.9621,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with language barriers,Accepted,0.7251,non-native english speaking students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,district superintendent,Rejected,1.0,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,parent,Rejected,1.0,parent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,curriculum developer,Accepted,0.5758,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,data privacy officer,Rejected,0.8503,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,it system administrator,Rejected,0.801,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,legal counsel,Accepted,0.7112,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,state education agency,Rejected,0.8631,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,low‑income students,Rejected,0.8326,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,racial/ethnic minority students,Rejected,0.9414,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,homeless students,Accepted,0.5841,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,foster youth,Accepted,0.5132,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with behavioral disorders,Rejected,0.8001,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,parent,Rejected,1.0,parent
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district it manager,Rejected,1.0,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district data privacy officer,Rejected,0.8905,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district legal counsel,Rejected,1.0,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school district superintendent,Rejected,0.943,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,student representative,Accepted,0.7644,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,curriculum developer,Rejected,1.0,curriculum developer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,educational psychologist,Accepted,0.6812,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,ai ethics officer,Accepted,0.7961,institutional ai ethics review board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students from low socioeconomic backgrounds,Rejected,0.9567,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students from minority ethnic backgrounds,Rejected,1.0,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with learning disabilities,Rejected,0.958,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,students with mental health issues,Rejected,0.9621,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,lgbtq+ students,Accepted,0.709,transgender and gender non‑conforming students
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,undocumented students,Accepted,0.5618,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.3,0,foster care students,Rejected,0.8014,foster youth
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,guidance counselor,Accepted,0.7511,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,parent/guardian,Rejected,1.0,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school district superintendent,Rejected,0.943,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,state education agency,Rejected,0.8631,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,federal department of education,Rejected,0.8661,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,it administrator,Accepted,0.7879,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,teacher union representative,Rejected,0.8476,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,ai vendor representative,Rejected,0.9027,ai system vendor representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,mental health professional,Accepted,0.5612,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,low-income students,Rejected,0.8259,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,racial/ethnic minority students,Rejected,0.9414,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,neurodiverse students,Accepted,0.5328,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students in foster care,Accepted,0.7624,foster youth
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with chronic absenteeism,Accepted,0.6436,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.7,1,students with behavioral disorders,Rejected,0.8001,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school administrator,Rejected,1.0,school administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school district it manager,Rejected,1.0,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,state education department official,Rejected,0.9809,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,federal education agency representative,Accepted,0.757,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,legal counsel,Rejected,1.0,legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,ai system vendor product manager,Rejected,0.833,ai system vendor representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,student advocacy group representative,Rejected,0.8169,student representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,academic researcher,Accepted,0.7793,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,accreditation body representative,Accepted,0.5396,student representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,disability services staff,Accepted,0.5663,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,equity and inclusion officer,Accepted,0.442,school district financial officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,educational technology procurement officer,Accepted,0.7715,school district procurement officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students from low socioeconomic backgrounds,Rejected,0.9567,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students from minority ethnic or racial groups,Rejected,0.9607,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with limited english proficiency,Accepted,0.7959,non-native english speaking students
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with behavioral disorders,Rejected,0.8001,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students in special education programs,Rejected,1.0,students in special education programs
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students in foster care or with unstable home situations,Accepted,0.775,students in foster care
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,parents of minors with low digital literacy,Accepted,0.7561,students with limited digital literacy
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students in rural schools with limited access,Rejected,0.8343,students in rural or remote schools
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students at risk of algorithmic misclassification,Accepted,0.5088,at-risk students (predicted to drop out)
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school district superintendent,Rejected,0.943,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,ai vendor representative,Rejected,0.9027,ai system vendor representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,state education agency official,Rejected,0.936,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,teacher union representative,Rejected,0.8476,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,civil rights organization representative,Accepted,0.5638,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,privacy advocacy group representative,Accepted,0.787,privacy advocate
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school it administrator,Rejected,1.0,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,low‑income students,Rejected,0.8326,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,rural students,Rejected,0.8137,students in rural or remote schools
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,racial/ethnic minority students,Rejected,0.9414,students from minority ethnic backgrounds
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,students identified as at‑risk,Accepted,0.7521,at-risk students (predicted to drop out)
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,teacher,Rejected,1.0,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school board member,Rejected,0.904,school district board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school district it manager,Rejected,1.0,school district it manager
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school district data privacy officer,Rejected,0.8905,school district data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,state department of education official,Rejected,1.0,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,federal education agency representative,Rejected,1.0,federal education agency representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,legal counsel for educational institution,Rejected,0.8058,legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,learning disabilities specialist,Accepted,0.7049,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,student union representative,Rejected,0.8975,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,parent-teacher association representative,Accepted,0.6925,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,privacy advocate,Rejected,1.0,privacy advocate
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,educational technology researcher,Accepted,0.7919,education researcher
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,ai ethics committee member,Rejected,0.8341,institutional ai ethics review board member
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,ai system vendor representative,Rejected,1.0,ai system vendor representative
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with disabilities,Rejected,1.0,students with disabilities
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students from low socioeconomic backgrounds,Rejected,0.9567,students from low socioeconomic status
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,first-generation students,Accepted,0.5623,student
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,english language learners,Rejected,0.8853,english language learner students
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with mental health challenges,Rejected,0.9077,students with mental health conditions
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students in under-resourced schools,Accepted,0.6604,students in rural or remote schools
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students with limited digital literacy,Rejected,1.0,students with limited digital literacy
4_role_Clusters,AI-powered student assessment,gpt-oss-20b,0.7,0,students in alternative education programs,Accepted,0.6584,students in special education programs
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,student,Rejected,1.0,student
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,parent or guardian,Rejected,0.9552,parent/guardian
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,classroom teacher,Rejected,0.9059,teacher
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school principal,Rejected,1.0,school principal
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school district superintendent,Rejected,0.943,district superintendent
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school counselor,Rejected,1.0,school counselor
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,special education coordinator,Rejected,0.8992,school district special education coordinator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,curriculum developer,Rejected,1.0,curriculum developer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school it administrator,Rejected,1.0,school it administrator
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,data protection officer,Rejected,1.0,data protection officer
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,state education department official,Rejected,0.9809,state department of education official
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,teacher union representative,Rejected,0.8476,school district student union representative
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,school district legal counsel,Rejected,1.0,school district legal counsel
4_role_Clusters,AI-powered student assessment,gpt-oss-120b,0.3,1,ai vendor product manager,Accepted,0.7753,ai system vendor representative
